0 202 0. 3.15769 0 0 200
0 0
0.0157885 0
0.0315769 0
0.0473654 0
0.0631539 0
0.0789423 0
0.0947308 0
0.110519 0
0.126308 0
0.142096 0
0.157885 0
0.173673 1.2668e-09
0.189462 7.25154e-07
0.20525 5.44727e-06
0.221039 1.8636e-05
0.236827 4.51749e-05
0.252615 9.01909e-05
0.268404 0.000159011
0.284192 0.00025717
0.299981 0.000390448
0.315769 0.000564921
0.331558 0.000787028
0.347346 0.00106365
0.363135 0.00140218
0.378923 0.00181066
0.394712 0.00229787
0.4105 0.00287348
0.426289 0.00354818
0.442077 0.00433394
0.457866 0.00524412
0.473654 0.00629386
0.489442 0.00750026
0.505231 0.00888287
0.521019 0.0104641
0.536808 0.0122697
0.552596 0.0143294
0.568385 0.016678
0.584173 0.0193556
0.599962 0.0224095
0.61575 0.025895
0.631539 0.0298766
0.647327 0.0344302
0.663116 0.0396437
0.678904 0.0456187
0.694693 0.0524703
0.710481 0.0603249
0.726269 0.0693166
0.742058 0.0795701
0.757846 0.0911959
0.773635 0.104253
0.789423 0.118728
0.805212 0.134509
0.821 0.151382
0.836789 0.169043
0.852577 0.187144
0.868366 0.205332
0.884154 0.223296
0.899943 0.240783
0.915731 0.257608
0.93152 0.273644
0.947308 0.288817
0.963097 0.303092
0.978885 0.316463
0.994673 0.328939
1.01046 0.340546
1.02625 0.351317
1.04204 0.36129
1.05783 0.370505
1.07362 0.379004
1.0894 0.386827
1.10519 0.394014
1.12098 0.400604
1.13677 0.406634
1.15256 0.412139
1.16835 0.417151
1.18414 0.421702
1.19992 0.425822
1.21571 0.429538
1.2315 0.432877
1.24729 0.435862
1.26308 0.438551
1.27887 0.440898
1.29465 0.442955
1.31044 0.44475
1.32623 0.446231
1.34202 0.447525
1.35781 0.448599
1.3736 0.449464
1.38939 0.450137
1.40517 0.450632
1.42096 0.450953
1.43675 0.451115
1.45254 0.451131
1.46833 0.45101
1.48412 0.450759
1.4999 0.450388
1.51569 0.449905
1.53148 0.449318
1.54727 0.448719
1.56306 0.447944
1.57885 0.446996
1.59464 0.446057
1.61042 0.445045
1.62621 0.443964
1.642 0.442821
1.65779 0.441618
1.67358 0.440362
1.68937 0.439058
1.70515 0.437707
1.72094 0.436533
1.73673 0.434872
1.75252 0.4334
1.76831 0.431896
1.7841 0.430362
1.79989 0.428803
1.81567 0.427213
1.83146 0.425602
1.84725 0.42397
1.86304 0.422326
1.87883 0.420655
1.89462 0.418972
1.9104 0.41728
1.92619 0.415571
1.94198 0.413857
1.95777 0.412098
1.97356 0.4104
1.98935 0.408663
2.00514 0.406921
2.02092 0.405176
2.03671 0.403429
2.0525 0.40168
2.06829 0.399931
2.08408 0.398181
2.09987 0.396433
2.11565 0.394687
2.13144 0.392944
2.14723 0.391209
2.16302 0.389472
2.17881 0.38774
2.1946 0.386011
2.21039 0.38429
2.22617 0.382576
2.24196 0.380868
2.25775 0.379168
2.27354 0.377475
2.28933 0.37579
2.30512 0.374113
2.3209 0.372446
2.33669 0.370786
2.35248 0.369135
2.36827 0.367492
2.38406 0.365861
2.39985 0.364237
2.41564 0.362623
2.43142 0.361021
2.44721 0.359431
2.463 0.357847
2.47879 0.356276
2.49458 0.354717
2.51037 0.353165
2.52615 0.351626
2.54194 0.350098
2.55773 0.348581
2.57352 0.347074
2.58931 0.345601
2.6051 0.344092
2.62089 0.342625
2.63667 0.341161
2.65246 0.339711
2.66825 0.338272
2.68404 0.336663
2.69983 0.335428
2.71562 0.334023
2.7314 0.332629
2.74719 0.331247
2.76298 0.329873
2.77877 0.328516
2.79456 0.327166
2.81035 0.325828
2.82614 0.324499
2.84192 0.323183
2.85771 0.321879
2.8735 0.320585
2.88929 0.319302
2.90508 0.318029
2.92087 0.316768
2.93665 0.31552
2.95244 0.314277
2.96823 0.313048
2.98402 0.311828
2.99981 0.31062
3.0156 0.309424
3.03139 0.308226
3.04717 0.30706
3.06296 0.305893
3.07875 0.304738
3.09454 0.303589
3.11033 0.302453
3.12612 0.301326
3.1419 0.300207
3.15769 0.299101
