# outgoing part.    | BR(Delta BR)      [Origin] | DC-file
{321,-321}	    | 0.444(0.0155)	[PDG]	 | f2prime1525_K+K-.dat;
{130,130}	    | 0.222(0.0078)	[PDG]	 | f2prime1525_KLKL.dat;
{310,310}	    | 0.222(0.0078)	[PDG]	 | f2prime1525_KSKS.dat;
{221,221}	    | 0.103(0.031)	[PDG]	 | f2prime1525_etaeta.dat;
{211,-211}	    | 0.00547(0.001)	[PDG]	 | f2prime1525_pi+pi-.dat;
{111,111}	    | 0.00273(0.0005)	[PDG]	 | f2prime1525_pipi.dat;

