0 101 0.2916000 3.1684000 0 0 99
0.2916000 2.0261996
0.3206586 2.2349865
0.3497172 2.4839740
0.3787757 2.7840748
0.4078344 3.1488798
0.4368929 3.5936222
0.4659515 4.1301847
0.4950101 4.7517977
0.5240687 5.3984838
0.5531273 5.9147439
0.5821859 6.0864558
0.6112444 5.8283591
0.6403030 5.2841811
0.6693616 4.6615186
0.6984202 4.0839195
0.7274788 3.5914702
0.7565374 3.1841860
0.7855960 2.8494759
0.8146545 2.5732665
0.8437131 2.3434010
0.8727717 2.1502059
0.9018303 1.9862038
0.9308889 1.8456544
0.9599475 1.7241427
0.9890060 1.6182493
1.0180646 1.5253036
1.0471232 1.4432002
1.0761818 1.3702650
1.1052403 1.3051554
1.1342990 1.2467849
1.1633576 1.1942677
1.1924162 1.1468738
1.2214748 1.1039963
1.2505333 1.0651271
1.2795919 1.0298390
1.3086505 0.9977714
1.3377091 0.9686196
1.3667676 0.9421255
1.3958262 0.9180685
1.4248848 0.8962603
1.4539435 0.8765374
1.4830021 0.8587573
1.5120606 0.8427927
1.5411192 0.8285285
1.5701778 0.8158574
1.5992364 0.8046767
1.6282949 0.7948853
1.6573535 0.7863811
1.6864121 0.7790571
1.7154707 0.7728010
1.7445292 0.7674922
1.7735878 0.7630011
1.8026465 0.7591889
1.8317051 0.7559078
1.8607637 0.7530031
1.8898222 0.7503147
1.9188808 0.7476809
1.9479394 0.7449428
1.9769980 0.7419487
2.0060565 0.7385587
2.0351152 0.7346500
2.0641737 0.7301207
2.0932324 0.7248930
2.1222908 0.7189151
2.1513495 0.7121620
2.1804080 0.7046344
2.2094667 0.6963565
2.2385252 0.6873729
2.2675838 0.6777444
2.2966425 0.6675445
2.3257010 0.6568548
2.3547597 0.6457604
2.3838181 0.6343476
2.4128768 0.6227004
2.4419353 0.6108983
2.4709940 0.5990148
2.5000525 0.5871165
2.5291111 0.5752623
2.5581696 0.5635037
2.5872283 0.5518846
2.6162868 0.5404415
2.6453454 0.5292045
2.6744041 0.5181981
2.7034626 0.5074410
2.7325213 0.4969472
2.7615798 0.4867267
2.7906384 0.4767860
2.8196969 0.4671288
2.8487556 0.4577557
2.8778141 0.4486661
2.9068727 0.4398569
2.9359312 0.4313242
2.9649899 0.4230627
2.9940486 0.4150662
3.0231071 0.4073282
3.0521657 0.3998415
3.0812242 0.3925985
3.1102829 0.3855914
3.1393414 0.3788125
3.1684000 0.3722538
