0 99 0.600 1.87374 0 0 97
0.6 0
0.613131 0
0.626263 0
0.639394 0
0.652525 0
0.665657 0
0.678788 0
0.691919 0
0.705051 0
0.718182 0
0.731313 0
0.744444 0
0.757576 0
0.770707 0
0.783838 0
0.79697 1.48192
0.810101 1.70864
0.823232 1.69585
0.836364 1.61729
0.849495 1.63013
0.862626 1.57197
0.875758 1.54598
0.888889 1.53775
0.90202 1.50089
0.915152 1.49241
0.928283 1.47209
0.941414 1.43717
0.954545 1.39901
0.967677 1.38792
0.980808 1.40306
0.993939 1.37687
1.00707 1.34935
1.0202 1.35471
1.03333 1.32758
1.04646 1.31679
1.0596 1.30359
1.07273 1.29683
1.08586 1.28016
1.09899 1.26503
1.11212 1.2558
1.12525 1.23258
1.13838 1.22106
1.15152 1.1936
1.16465 1.17462
1.17778 1.15104
1.19091 1.13585
1.20404 1.12056
1.21717 1.10106
1.2303 1.09039
1.24343 1.07313
1.25657 1.05787
1.2697 1.04384
1.28283 1.03779
1.29596 1.02533
1.30909 1.01036
1.32222 1.00424
1.33535 0.993798
1.34848 0.985812
1.36162 0.977035
1.37475 0.972449
1.38788 0.965669
1.40101 0.960667
1.41414 0.952581
1.42727 0.948852
1.4404 0.941734
1.45354 0.939943
1.46667 0.932344
1.4798 0.928127
1.49293 0.924417
1.50606 0.923742
1.51919 0.917435
1.53232 0.917718
1.54545 0.912084
1.55859 0.904783
1.57172 0.906558
1.58485 0.903414
1.59798 0.899296
1.61111 0.901159
1.62424 0.903647
1.63737 0.895496
1.65051 0.889821
1.66364 0.891199
1.67677 0.885482
1.6899 0.888828
1.70303 0.886845
1.71616 0.900463
1.72929 0.898157
1.74242 0.909618
1.75556 0.904699
1.76869 1.74542
1.78182 0
1.79495 0
1.80808 0
1.82121 0
1.83434 0
1.84747 0
1.86061 0
1.87374 0
